"titulo","tipo_paper","doi","doi1"
"Self-Extensional Space In Relocated Housing After 2004 Indian Ocean Tsunami: Case Study Of Namkem Community Phangnga Thailand","journalArticle","10.20965/jdr.2018.p0168","10.2096"
"Nonprofit Organizations And Community Disaster Recovery: Assessing The Value And Impact Of Intersector Collaboration","journalArticle","10.1061/(ASCE)NH.1527-6996.0000269","10.1061"
"Building Resilience In Heritage District: Lesson Learned From Kotagede Yogyakarta Indonesia","journalArticle","10.1088/1755-1315/99/1/012006","10.1088"
"A Tide That Does Not Lift All Boats: The Surge Of Remittances In Post-Disaster Recovery In Tacloban City Philippines","journalArticle","10.1080/14672715.2017.1401935","10.1080"
"Community Resilience In The Face Of Natural Disasters: Caleta Tumbes Biobío Region Of Chile","journalArticle","10.15446/rcdg.v27n1.59904","10.1544"
"Community Businesses As Social Units In Post-Disaster Recovery","journalArticle","10.1177/0739456X18804328","10.1177"
"Displacements In The Post-Catastrophe Reconstruction Process: The Case Of Post 27F Earthquake Talca","journalArticle","10.4206/aus.2018.n23-06","10.4206"
"Long-Term Recovery From Hurricane Sandy: Evidence From A Survey In New York City","journalArticle","10.1017/dmp.2017.57","10.1017"
"Long-Term Satisfaction Of Resettled Communities: An Assessment Of Physical Performance Of Post-Disaster Housing","journalArticle","10.1016/j.proeng.2018.01.148","10.1016"
"The Role Of Humanitarian Agencies In Reconstruction And Development Of Disaster Affected Communities In Japan And The Philippines","journalArticle","10.1016/j.proeng.2018.01.078","10.1016"
"Disaster Recovery Processes: Analysing The Interplay Between Communities And Authorities In Chennai India","journalArticle","10.1016/j.proeng.2018.01.083","10.1016"
"Funding Mechanisms For Disaster Recovery: Can We Afford To Build Back Better?","journalArticle","10.1016/j.proeng.2018.01.058","10.1016"
"Community Level Indicators Of Long Term Disaster Recovery","journalArticle","10.1016/j.proeng.2018.01.166","10.1016"
"Ten Years Later: Economic Resilience Of Small Scale Enterprise Following Earthquake In Bantul Yogyakarta","book","10.1016/j.proeng.2018.01.040","10.1016"
"Empowerment And Legitimization Of Effected Communities In Post-Disaster Reconstruction","journalArticle","10.1016/j.proeng.2018.01.151","10.1016"
"Sri Lanka'S Post-Tsunami Health System Recovery: A Qualitative Analysis Of Physician Perspectives","journalArticle","10.1093/inthealth/ihx064","10.1093"
"A Bridged Government-Ngos Relationship In Post-Earthquake Reconstruction: The Ya’An Service Center In Lushan Earthquake","journalArticle","10.1007/s11069-017-3056-3","10.1007"
"Place Satisfaction And Perceived Recovery After Hurricane Sandy On Staten Island’S East Shore","bookSection","10.1080/17477891.2017.1340869","10.1080"
"Scalability And Sustainability In Uncertain Environments: Transition To Recovery From The 2015 Gorkha Nepal Earthquakes","conferencePaper","10.1193/113016EQS217M","10.1193"
"Knowledge Transfer To Builders In Post-Disaster Housing Reconstruction In West-Sumatra Of Indonesia","journalArticle","10.1063/1.5011630","10.1063"
"'Interrupted' Landscapes: Post-Earthquake Reconstruction In Between Urban Renewal And Social Identity Of Local Communities","journalArticle","10.3390/su9112015","10.3390"
"An Organizational Capability Framework For Earthquake Recovery","journalArticle","10.1193/092515EQS142M","10.1193"
"Building Back Better Along The Sanriku Coast Of Tohoku Japan: Five Years After The '3/11' Disaster","bookSection","10.3828/tpr.2017.38","10.3828"
"Situating Local Stakeholders Within National Disaster Governance Structures: Rebuilding Urban Neighbourhoods Following The 2015 Nepal Earthquake","book","10.1177/0956247817721403","10.1177"
"Speed Or Deliberation: A Comparison Of Post-Disaster Recovery In Japan Turkey And Chile","journalArticle","10.1111/disa.12219","10.1111"
"Inter-Organizational Resource Coordination In Post-Disaster Infrastructure Recovery","journalArticle","10.1080/01446193.2016.1247973","10.1080"
"Social Inequality And Marginalization In Post-Disaster Recovery: Challenging The Consensus?","journalArticle","10.1016/j.ijdrr.2017.06.019","10.1016"
"Gendered Approach Towards Disaster Recovery: Experiences From 2011 Floods In Pathumthani Province Thailand","book","10.1016/j.ijdrr.2017.06.007","10.1016"
"Perception Of Recovery Of Households Affected By 2008 Wenchuan Earthquake: A Structural Equation Model","journalArticle","10.1371/journal.pone.0183631","10.1371"
"Disaster Resilience As A Complex Problem: Why Linearity Is Not Applicable For Long-Term Recovery","conferencePaper","10.1016/j.techfore.2016.09.018","10.1016"
"Attempts At Neoliberal Urban Planning In Postearthquake Chile: Master Plans For Reconstruction","journalArticle","10.1177/0094582X16658265","10.1177"
"Managing Legitimacy: The Christchurch Post-Disaster Reconstruction","bookSection","10.1016/j.ijproman.2016.07.007","10.1016"
"Ethnic Groups Differences In Domestic Recovery After The Catastrophe: A Case Study Of The 2008 Magnitude 7.9 Earthquake In China","journalArticle","10.3390/ijerph14060590","10.3390"
"Household-Level Recovery After Floods In A Tribal And Conflict-Ridden Society","conferencePaper","10.1016/j.worlddev.2016.12.039","10.1016"
"Assessment Of Post-Tsunami Disaster Recovery Of Banda Aceh City Of Indonesia As Window Of Opportunities For Sustainable Development","journalArticle","10.1088/1755-1315/56/1/012019","10.1088"
"Using Land Readjustment In Rebuilding The Earthquake-Damaged City Of Bhuj India","journalArticle","10.1061/(ASCE)UP.1943-5444.0000354","10.1061"
"The Role Of North-South Interpersonal Solidarity Networks In The Post-Disaster Reconstruction Process: The Case Of The 2015 Earthquake In Nepal","journalArticle","10.3917/med.180.0105","10.3917"
"Legislation For Building Back Better Of Horizontal Infrastructure","journalArticle","10.1108/DPM-03-2016-0054","10.1108"
"What Constitutes Successful Participatory Disaster Risk Management? Insights From Post-Earthquake Reconstruction Work In Rural Gujarat India","journalArticle","10.1007/s11069-016-2564-x","10.1007"
"Households’ Experience Of Local Government During Recovery From Cyclones In Coastal Bangladesh: Resilience Equity And Corruption","journalArticle","10.1007/s11069-016-2568-6","10.1007"
"Flooding In Bangladesh: An In-Depth Analysis Of Community Disaster Resilience Applying The Production Model","journalArticle","10.18848/2329-1621/CGP/v11i04/59-74","10.1884"
"Recovery From Catastrophe And Building Back Better","journalArticle","10.20965/jdr.2016.p1190","10.2096"
"Communicating With Communities (Cwc) During Post-Disaster Reconstruction: An Initial Analysis","journalArticle","10.1007/s11069-016-2550-3","10.1007"
"The Importance Of Place In Early Disaster Recovery: A Case Study Of The 2013 Colorado Floods","journalArticle","10.1080/09640568.2015.1116981","10.1080"
"Post-Disaster Recovery: The Challenge Of Anticipation","journalArticle","10.1051/e3sconf/20160717003","10.1051"
"Selecting An Institutional Mechanism For Building Back Better: Lessons From Victorian Bushfires Recovery","journalArticle","10.1016/j.ijdrr.2016.08.025","10.1016"
"How Will We Manage Recovery From A Catastrophic Disaster? Organization Structure For Recovery Management In The World","journalArticle","10.20965/jdr.2016.p0889","10.2096"
"The Dynamic Process Of Social Capital During Recovery From Tropical Storm Irene In Vermont","bookSection","10.1007/s11069-016-2412-z","10.1007"
"Fuzzy Boundaries Between Post-Disaster Phases: The Case Of L’Aquila Italy","journalArticle","10.1007/s13753-016-0095-4","10.1007"
"Flood Recovery Capacities Of The Manufacturing Smes From Floods: A Case Study In Pathumthani Province Thailand","journalArticle","10.1016/j.ijdrr.2016.07.001","10.1016"
"“To Silence The Deafening Silence”: Survivor'S Needs And Experiences Of The Impact Of Disaster Radio For Their Recovery After A Natural Disaster","journalArticle","10.1016/j.ienj.2015.11.009","10.1016"
"Urban Spatial Structuring Following Disasters: Empirical Findings From Location Choices Of Businesses In Adapazari Turkey","journalArticle","10.1080/13669877.2016.1143864","10.1080"
"Qualitative Assessment Of A Novel Efficacy-Focused Training Intervention For Public Health Workers In Disaster Recovery","journalArticle","10.1017/dmp.2016.11","10.1017"
"Long-Term Socio-Spatial Transformation Of Earthquake-Affected Neighbourhoods In Bhuj: Who Stayed Who Left And Who Moved In?","journalArticle","10.1108/IJDRBE-07-2014-0049","10.1108"
"Recovery From Natural Disaster: A Numerical Investigation Based On The Convergence Approach","journalArticle","10.1016/j.econmod.2016.02.029","10.1016"
"Unequal Recovery? Federal Resource Distribution After A Midwest Flood Disaster","journalArticle","10.3390/ijerph13050507","10.3390"
"School Disaster Resilience Assessment In The Affected Areas Of 2011 East Japan Earthquake And Tsunami","journalArticle","10.1007/s11069-016-2204-5","10.1007"
"“We Were All In The Same Boat”: An Exploratory Study Of Communal Coping In Disaster Recovery","journalArticle","10.1080/1041794X.2015.1111407","10.1080"
"Lessons Learned From Businesses To Ensure Community Level Recovery In A Postdisaster Period: Case From Adapazari Turkey","journalArticle","10.1061/(ASCE)NH.1527-6996.0000191","10.1061"
"Rebuilding With A Heart: Architecture Roles In Post-Disaster Psychosocial Interventions","journalArticle","10.3846/20297955.2016.1159533","10.3846"
"Knowledge Management And Tourism Recovery (De)Marketing: The Christchurch Earthquakes 2010-2011","journalArticle","10.1080/13683500.2014.990424","10.1080"
"Integrating Recovery Within A Resilience Framework: Empirical Insights And Policy Implications From Regional Australia","journalArticle","10.17645/pag.v4i4.741","10.1764"
"The Hazards Of Reconstruction: Anthropology Of Dwelling And Social Health Risk In The L'Aquila (Central Italy) Post-Earthquake","journalArticle","10.19191/EP16.2S1.P093.055","10.1919"
"Key Lessons And Guidelines For Post-Disaster Permanent Housing Provision In Kelantan Malaysia","journalArticle","10.1016/j.proeng.2016.04.156","10.1016"
"Multi-Stakeholder Participation In Disaster Recovery: A Case Study","journalArticle","10.1016/j.proeng.2016.08.153","10.1016"
"Reframing “Building Back Better” For Post-Disaster Housing Design: A Community Perspective","journalArticle","10.1108/IJDRBE-05-2015-0029","10.1108"
"Advantages And Limitations Of Community-Based Post-Disaster Housing Reconstruction Projects","journalArticle","10.1108/IJDRBE-08-2014-0066","10.1108"
"Resident Perception Of Disaster Recovery Planning Priorities","journalArticle","10.1108/IJDRBE-09-2014-0068","10.1108"
"Critical Success Factors For Post-Disaster Infrastructure Recovery: Learning From The Canterbury (Nz) Earthquake Recovery","journalArticle","10.1108/DPM-01-2016-0006","10.1108"
"An Integrated Social Response To Disasters: The Case Of The Indian Ocean Tsunami In Sri Lanka","journalArticle","10.1108/DPM-11-2015-0263","10.1108"
"Religion And Reconstruction In The Wake Of Disaster","journalArticle","10.18874/ae.75.1.08","10.1887"
"Planning Processes For Reconstruction With Citizen Participation After Large-Scale Disasters: A Case Study Of Reconstruction Study Meetings In Miyako City After The Great East Japan Earthquake","book","10.20965/jdr.2016.p0486","10.2096"
"Practical Efforts For Post-Disaster Reconstruction In The City Of Ishinomaki Miyagi","journalArticle","10.20965/jdr.2016.p0476","10.2096"
"Victims Of Post-Earthquake Reconstruction. Consequences On The Rural Habitat Of Maule","journalArticle","10.4067/invi.v0i0.976","10.4067"
"Low-Carbon Reconstruction: A Meta-Synthesis Approach For The Sustainable Development Of A Post-Disaster Community","journalArticle","10.1002/sres.2302","10.1002"
"Disaster Recovery In Black And White: A Comparison Of New Orleans And Gulfport","journalArticle","10.1177/0275074014532708","10.1177"
"Influencing Factors Of Households Disadvantaged In Post-Earthquake Life Recovery: A Case Study Of The Wenchuan Earthquake In China","journalArticle","10.1007/s11069-014-1400-4","10.1007"
"Procedural Vulnerability And Institutional Capacity Deficits In Post-Disaster Recovery And Reconstruction: Insights From Wutai Rukai Experiences Of Typhoon Morakot","bookSection","10.17730/0018-7259-74.4.308","10.1773"
"The Flood Recovery Gap: A Real-Time Study Of Local Recovery Following The Floods Of June 2007 In Hull North East England","journalArticle","10.1111/jfr3.12098","10.1111"
"Social Repair And Structural Inequity: Implications For Disaster Recovery Practice","book","10.1108/IJDRBE-08-2013-0033","10.1108"
"Examining The Role Of Craft In Post-Earthquake Recovery: Implications For Social Work Practice","book","10.1093/bjsw/bcv126","10.1093"
"Belonging And Disaster Recovery: Refugee-Background Communities And The Canterbury Earthquakes","conferencePaper","10.1093/bjsw/bcv090","10.1093"
"Post-Disaster Housing Reconstruction As A Significant Opportunity To Building Disaster Resilience: A Case In Vietnam","journalArticle","10.1007/s11069-015-1826-3","10.1007"
"An Evaluation Of The Waimakariri District Council'S Integrated And Community-Based Recovery Framework Following The Canterbury Earthquakes: Implications For Urban Resilience","bookSection","10.1080/08111146.2014.980401","10.1080"
"Optimal Life Recovery Assistance For Those Who Are Residing In Designated Temporary Housing In Widely Dispersed Locations: Interim Findings On Different Household Groups And On Life Recovery Promotion Parameters","journalArticle","10.20965/jdr.2015.p0939","10.2096"
"A Study On Community-Based Reconstruction From Great East Japan Earthquake Disaster - A Case Study Of Iwanuma City In Miyagi-Pref","journalArticle","10.20965/jdr.2015.p0807","10.2096"
"Limitations Legacies And Lessons: Post-Katrina Rebuilding In Retrospect And Prospect","journalArticle","10.1177/0002764215591186","10.1177"
"Disaster Recovery And Reconstruction Following The 2011 Great East Japan Earthquake And Tsunami: A Business Process Management Perspective","journalArticle","10.1007/s13753-015-0066-1","10.1007"
"Temporary Sheltering Psychological Stress Symptoms And Perceptions Of Recovery","journalArticle","10.1061/(ASCE)NH.1527-6996.0000166","10.1061"
"Comparative Study On The Key Issues Of Postearthquake Recovery And Reconstruction Planning: Lessons From The United States Japan Iran And China","book","10.1061/(ASCE)NH.1527-6996.0000172","10.1061"
"“You Always Have To Struggle So You Don’T Have To Struggle”: Community Trauma Recovery After A Landslide","journalArticle","10.1080/15325024.2013.877771","10.1080"
"Hurricane Sandy Disaster Preparedness And The Recovery Model","conferencePaper","10.5014/ajot.2015.015990","10.5014"
"Continuity And Change In Housing And Settlement Patterns In Post-Earthquake Gujarat India","conferencePaper","10.1108/IJDRBE-01-2014-0009","10.1108"
"Architects And Rural Post-Disaster Housing: Lessons From South India","journalArticle","10.1108/IJDRBE-07-2013-0025","10.1108"
"Supporting Post-Disaster Social Recovery To Build Back Better","conferencePaper","10.1108/IJDRBE-06-2013-0019","10.1108"
"Building Back: Stratified Recovery After An Ef-4 Tornado In Tuscaloosa Alabama","journalArticle","10.1111/cico.12105","10.1111"
"""Now We Understand What Community Really Means"": Reconceptualizing The Role Of Sense Of Place In The Disaster Recovery Process","journalArticle","10.1016/j.jenvp.2015.01.004","10.1016"
"Post-Disaster Reconstruction: Lessons From Nagapattinam District India","bookSection","10.1080/09614524.2015.1028334","10.1080"
"Recovery Of The Supply Chain After The 2011 Mega-Quake In Japan","journalArticle","10.1177/0976399614563221","10.1177"
"Ngo Collaboration In Community Post-Disaster Reconstruction: Field Research Following The 2008 Wenchuan Earthquake In China","journalArticle","10.1111/disa.12098","10.1111"
"How Do Supply Chain Networks Affect The Resilience Of Firms To Natural Disasters? Evidence From The Great East Japan Earthquake","journalArticle","10.1111/jors.12119","10.1111"
"Postdisaster Interdependent Built Environment Recovery Efforts And The Effects Of Governmental Plans: Case Analysis Using System Dynamics","journalArticle","10.1061/(ASCE)CO.1943-7862.0000939","10.1061"
"Disaster Recovery: Narrating The Resilience Process In The Reconstruction Of L’Aquila (Italy)","journalArticle","10.1080/00167223.2014.973056","10.1080"
"Disaster Waste Recovery And Utilization In Developing Countries-Learning From Earthquakes In Nepal","journalArticle","10.3208/jgssp.ESD-KL-7","10.3208"
"Post-Disaster Economic Recovery In Yogyakarta Indonesia","journalArticle","10.1201/b18146-62","10.1201"
"An Empirical Study On Stakeholder Management Of Post-Disaster Reconstruction Based On Interpretation System","journalArticle","10.3926/jiem.1468","10.3926"
"Research On Problems And Countermeasures Of Post-Disaster Reconstruction In China","journalArticle","10.1061/9780784479377.056","10.1061"
"‘The Confidence To Know I Can Survive’: Resilience And Recovery In Post-Quake Christchurch","journalArticle","10.1080/1177083X.2015.1071712","10.1080"
"Rolling With The Shakes: An Insight Into Teenagers’ Perceptions Of Recovery After The Canterbury Earthquakes","journalArticle","10.1080/1177083X.2015.1068183","10.1080"
"‘Rural-Urban Alliance’ As A New Model For Post-Disaster Social Work Intervention In Community Reconstruction: The Case In Sichuan China","journalArticle","10.1177/0020872815583073","10.1177"
"The Role Of Self-Help Groups In Post-Tsunami Rehabilitation","journalArticle","10.1177/0020872813477880","10.1177"
"Exploring The Possibilities Of School-Based Recovery And Community Building In Toni District Kamaishi","journalArticle","10.1007/s11069-014-1344-8","10.1007"
"Disaster Governance And Community Resilience: Reflections On Typhoon Morakot In Taiwan","bookSection","10.1080/09640568.2013.839444","10.1080"
"Post-Disaster Urban Recovery Monitoring In Pisco After The 2007 Peru Earthquake Using Satellite Image","conferencePaper","10.20965/jdr.2014.p1059","10.2096"
"How Bonding And Bridging Networks Contribute To Disaster Resilience And Recovery On The Bangladeshi Coast","journalArticle","10.1016/j.ijdrr.2014.09.016","10.1016"
"A Qualitative Comparative Analysis Of Neighborhood Recovery Following Hurricane Katrina","journalArticle","10.1108/IJDRBE-03-2013-0006","10.1108"
"Post Disaster Recovery And Economic Impact Of Catastrophes In China","journalArticle","10.1193/090511EQS221M","10.1193"
"Family Functioning Following Wildfires: Recovering From The 2011 Slave Lake Fires","journalArticle","10.1007/s10826-013-9802-6","10.1007"
"Nontraditional Participation In Disaster Recovery Planning: Cases From China India And The United States","journalArticle","10.1080/01944363.2014.989399","10.1080"
"Comparative Study Of The Post-Tsunami Recovery Plans After The 2011 Great East Japan Earthquake","journalArticle","10.20965/jdr.2014.p0743","10.2096"
"Current Status And Issues Of Life Recovery Process Three Years After The Great East Japan Earthquake Questionnaire Based On Subjective Estimate Of Victims Using Life Recovery Calendar Method","journalArticle","10.20965/jdr.2014.p0673","10.2096"
"Comparative Study Of Earthquake Recovery And Reconstruction Between China And Japan","journalArticle","10.13577/j.jnd.2014.0401","10.1357"
"Morakot Post-Disaster Reconstruction Management Using Public And Private Resources For Disaster Prevention And Relief Efforts","journalArticle","10.1080/02533839.2013.815419","10.1080"
"An Investigation Of Patterns Of Response And Recovery Among Flood-Affected Businesses In The Uk: A Case Study In Sheffield And Wakefield","journalArticle","10.2495/FRIAR140141","10.2495"
"The Role Of Social Capital And Public Policy In Disaster Recovery: A Case Study Of Tamil Nadu State India","journalArticle","10.1016/j.ijdrr.2013.09.004","10.1016"
"Is The Health Status Of Female Victims Poorer Than Males In The Post-Disaster Reconstruction In China: A Comparative Study Of Data On Male Victims In The First Survey And Double Tracking Survey Data","journalArticle","10.1186/1472-6874-14-18","10.1186"
"Housing Renovation After The 2011 Thailand Flood In Ayutthaya","book","10.20965/jdr.2014.p0563","10.2096"
"Successes And Failures Of The Post-Tsunami Housing Reconstruction Program In Tamil Nadu India","bookSection","10.1061/9780784413517.0123","10.1061"
"Organizational Networks And Recovery Following The Canterbury Earthquakes","journalArticle","10.1193/022013EQS041MR","10.1193"
"Measuring The Degree Of Rural Victims' Satisfaction With Concentrated Rural Settlement In Post-Disaster Reconstruction In China: A Conceptual Model","journalArticle","10.1007/978-3-642-44916-1_6","10.1007"
"Experience Of The Post-Disaster Housing Rehabilitation And Reconstruction In Wudu District Longnan City","bookSection","10.1007/978-3-642-35548-6_73","10.1007"
"Post-Disaster Housing Recovery: The Promise And Peril Of Social Capital","journalArticle","10.1080/17448689.2014.885787","10.1080"
"Post-Tsunami Recovery And Reconstruction: Governance Issues And Implications Of The Great East Japan Earthquake","journalArticle","10.1111/disa.12068","10.1111"
"Katrina Revisited: Recovery Strategies - Redevelopment Vs. Relocation","journalArticle","10.1504/IJEM.2014.061664","10.1504"
"Planning Innovation And Post-Disaster Reconstruction: The Case Of Tohoku Japan","journalArticle","10.1080/14649357.2014.902909","10.1080"
"The 2011 Flood In Minot (North Dakota Usa) And The Role Of Faith-Based And Nonprofit Groups In Hazard Event Response And Recovery","journalArticle","10.1016/j.ijdrr.2014.03.003","10.1016"
"Myths And Realities About The Recovery Of L'Aquila After The Earthquake","journalArticle","10.1016/j.ijdrr.2014.02.001","10.1016"
"Satisfaction Level On Quality Of Life Post-Earthquake Rebuilding","book","10.1108/IJDRBE-08-2012-0025","10.1108"
"Enclosures Within Enclosures And Hurricane Reconstruction In Cancún Mexico","bookSection","10.1111/ciso.12026","10.1111"
"Disaster Resilience And Population Ageing: The 1995 Kobe And 2004 Chuetsu Earthquakes In Japan","journalArticle","10.1111/disa.12048","10.1111"
"The Barriers To Environmental Sustainability In Post-Disaster Settings: A Case Study Of Transitional Shelter Implementation In Haiti","conferencePaper","10.1111/disa.12054","10.1111"
"A Generic Decision Model For Developing Concentrated Rural Settlement In Post-Disaster Reconstruction: A China Study","journalArticle","10.1007/s11069-013-0924-3","10.1007"
"Urban Design For Post-Earthquake Reconstruction: A Case Study Of Wenchuan County China","journalArticle","10.1016/j.habitatint.2013.09.001","10.1016"
"Rebuilding After Floodings In The Banat Area. Case Studies","conferencePaper","10.5593/SGEM2013/BF6/S27.023","10.5593"
"Rebuilding Housing In Japan'S Tsunami-Hit Towns And Cities","conferencePaper","10.1080/14616718.2013.852301","10.1080"
"Earthquake And Tsunami Recovery Efforts In Northeastern Japan","journalArticle","10.2495/DMAN130041","10.2495"
"Spatial Connectivity As A Recovery Process Indicator: The L'Aquila Earthquake","journalArticle","10.1016/j.techfore.2012.12.001","10.1016"
"Build Back Better Principles For Post-Disaster Structural Improvements","journalArticle","10.1108/SS-12-2012-0044","10.1108"
"Rebuilding Communities After Disasters: Lessons From The Tsunami Disaster In Sri Lanka","journalArticle","10.1111/1758-5899.12038","10.1111"
"Integrating Disaster Risk Reduction Into Post-Disaster Reconstruction: A Long-Term Perspective Of The 1931 Earthquake In Napier New Zealand","bookSection","10.1111/nzg.12014","10.1111"
"Centralized Decision Making Users' Participation And Satisfaction In Post-Disaster Reconstruction: The Case Of Tunisia","journalArticle","10.1108/IJDRBE-02-2012-0009","10.1108"
"Critical Success Factors For Community-Based Post-Disaster Housing Reconstruction Projects In The Pre-Construction Stage In Indonesia","journalArticle","10.1108/IJDRBE-03-2013-0005","10.1108"
"An Evaluation Of Medium-Term Recovery Processes After The 6 April 2009 Earthquake In L'Aquila Central Italy","journalArticle","10.1080/17477891.2012.689250","10.1080"
"Housing Reconstruction In Disaster Recovery: A Study Of Fishing Communities Post-Tsunami In Chennai India","conferencePaper","10.1371/currents.dis.a4f34a96cb91aaffacd36f5ce7476a36","10.1371"
"Quantitative Assessment Of Post-Disaster Housing Recovery: A Case Study Of Punta Gorda Florida After Hurricane Charley","journalArticle","10.1111/j.1467-7717.2012.01305.x","10.1111"
"Sense Of Home Place In Participatory Post-Disaster Reconstruction","journalArticle","10.1142/S1464333213500051","10.1142"
"Framing Responses To Post-Earthquake Haiti: How Representations Of Disasters Reconstruction And Human Settlements Shape Resilience","journalArticle","10.1108/17595901311298991","10.1108"
"Spatially Enabled Bushfire Recovery","journalArticle","10.1007/s10708-011-9437-3","10.1007"
"Socioeconomic Consequences Of The 2004 Tsunami: Policy Implications For Natural Disaster Management","journalArticle","10.1016/j.ypmed.2012.12.024","10.1016"
"The Sustainable Architectural Design Of Post-Disaster Reconstruction Of The Aboriginal Settlements In Taiwan","book","10.2495/SC130381","10.2495"
"Reconstruction And Retrofitting Of Buildings After Recent Earthquakes In Iran","bookSection","10.1016/j.proeng.2013.03.012","10.1016"
"The On-Going Psychological Toll From The Canterbury Earthquakes: Stories From One Community","journalArticle","10.1108/DPM-10-2013-0180","10.1108"
"The Six Principles Of Recovery: A Guideline For Preparing For Future Disaster Recoveries","journalArticle","10.20965/jdr.2013.p0737","10.2096"
"The Role Of Post-Disaster Public Policy Responses In Housing Recovery Of Tenants","journalArticle","10.1016/j.habitatint.2013.05.004","10.1016"
"Community Resilience After Disaster In Taiwan: A Case Study Of Jialan Village With The Strengths Perspective","journalArticle","10.1080/1536710X.2013.784551","10.1080"
"Psychosocial Recovery For Children Disabled In An Earthquake: School Social Work In Dujiangyan China","journalArticle","10.1080/1536710X.2013.784561","10.1080"
"Empowering Disaster-Affected Communities For Long-Term Reconstruction: Intervening In Sri Lanka After The Tsunami","conferencePaper","10.1080/1536710X.2013.784175","10.1080"
"Urban Recovery Process In Pisco After The 2007 Peru Earthquake","journalArticle","10.20965/jdr.2013.p0356","10.2096"
"Impacts Of Temporary Housing On Housing Reconstruction After The Bam Earthquake","conferencePaper","10.1108/09653561311301989","10.1108"
"Measuring The Processes And Outcomes Of Post-Disaster Housing Recovery: Lessons From Gölcük Turkey","journalArticle","10.1007/s11069-012-0442-8","10.1007"
"Mapping Social Vulnerability To Enhance Housing And Neighborhood Resilience","conferencePaper","10.1080/10511482.2011.624528","10.1080"
"The Effect Of Social Capital On Post-Earthquake Reconstruction (Programmes) In Nantou County Taiwan: An Assessment","journalArticle","10.1080/00036846.2011.589821","10.1080"
"Managing Resources In Disaster Recovery Projects","journalArticle","10.1108/09699981211259621","10.1108"
"The Sense Of Place In The New Homes Of Post-Bam Earthquake Reconstruction","journalArticle","10.1108/17595901211263611","10.1108"
"Factors Affecting Earthquake Recovery: The Yao'An Earthquake Of China","journalArticle","10.1007/s11069-012-0224-3","10.1007"
"Japan'S Post-Disaster Economic Reconstruction: From Kobe To Tohoku","journalArticle","10.1111/j.1467-8381.2012.02082.x","10.1111"
"Post-Disaster Community Recovery In Heterogeneous Loosely Connected Communities","journalArticle","10.1080/00346764.2012.662786","10.1080"
"Post-Disaster Recovery And Ongoing Vulnerability: Ten Years After The Super-Cyclone Of 1999 In Orissa India","journalArticle","10.1016/j.gloenvcha.2012.05.001","10.1016"
"Reconstruction Of The Aceh Region Following The 2004 Indian Ocean Tsunami Disaster: A Transportation Perspective","journalArticle","10.1016/j.iatssr.2012.07.001","10.1016"
"Rebuilding Community In The Wake Of Disaster: Lessons From The Recovery From The 2004 Tsunami In Sri Lanka And India","journalArticle","10.1093/cdj/bsr025","10.1093"
"Governance For Sustainable Reconstruction After Disasters: Lessons From Nias Indonesia","journalArticle","10.1016/j.envdev.2012.03.010","10.1016"
"Multi-Agency Community Engagement During Disaster Recovery: Lessons From Two New Zealand Earthquake Events","journalArticle","10.1108/09653561211220034","10.1108"
"Enterprise Recovery Following Natural Disasters","journalArticle","10.1111/j.1468-0297.2011.02475.x","10.1111"
"Flood Of Emotions: Emotional Work And Long-Term Disaster Recovery","book","10.1016/j.emospa.2011.08.002","10.1016"
"Towards A Policy That Supports People-Centered Housing Recovery—Learning From Housing Reconstruction After The Hanshin-Awaji Earthquake In Kobe Japan","journalArticle","10.1007/s13753-012-0007-1","10.1007"
"Disaster Recovery And Business Continuity After The 2010 Flood In Pakistan: Case Of Small Businesses","journalArticle","10.1016/j.ijdrr.2012.08.001","10.1016"
"Technologies And Emergency Management For Disaster Recovery - With Focus On The Great East Japan Earthquake","journalArticle","10.1587/transcom.E95.B.1911","10.1587"
"Economic Recovery Scenario Planning For A Tokyo Inland Earthquake","journalArticle","10.20965/jdr.2012.p0203","10.2096"
"Social Flux And Disaster Management: An Essay On The Construction Of An Indonesian Model For Disaster Management And Reconstruction","journalArticle","10.20965/jdr.2012.p0065","10.2096"
"Post-Disaster Reconstruction And Terror Management In China","journalArticle","10.1109/ISCRAM.2011.6184141","10.1109"
"Retail Recovery From Natural Disasters: New Orleans Versus Eight Other United States Disaster Sites","journalArticle","10.1080/09593969.2011.619665","10.1080"
"Aid Accountability And Participatory Approaches In Post-Disaster Housing Reconstruction1","bookSection","10.1163/156853111X597305","10.1163"
"Coproduction Participation And Satisfaction With Rehabilitation Services Following The 2001 Earthquake In Gujarat India","journalArticle","10.1177/0020872811400717","10.1177"
"Setting The Stage For Long-Term Recovery In Haiti","journalArticle","10.1193/1.3633096","10.1193"
"Disaster Recovery Planning: Lessons Learned From Past Events","journalArticle","10.1061/41185(417)78","10.1061"
"Resilient Dwellings Or Resilient People? Towards People-Centred Reconstruction","journalArticle","10.1080/17477891.2011.598497","10.1080"
"Post-Tsunami Land Administration Reconstruction In Aceh: Aspects Status And Problems","journalArticle","10.1179/003962611X13117748891750","10.1179"
"Do Local Elites Capture Natural Disaster Reconstruction Funds?","journalArticle","10.1080/00220388.2010.509786","10.1080"
"A Survey Of Ngo Participation In Reconstruction After The Wenchuan Earthquake: The Social Work Perspective","book","10.1163/187651411X566720","10.1163"
